show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_int,duration_type,year_added
s509,Movie,America's Greatest Animals,Unknown,"Bray Poor, Casey Anderson, Brady Barr, Andy Casagrande, Mireya Mayor",United States,2020-06-05,2012,TV-PG,90 min,"Animals & Nature, Documentary, Family",Nat Geo WILD goes on a search for America's 'big five.' Can America compete with Africa's beasts?,90,min,2020
s510,Movie,Chasing the Equinox,Kenny Scott,Stefan Frank,Unknown,2020-06-05,2019,TV-PG,45 min,Documentary,Ancient civilizations shared an incredible knowledge of the sun.,45,min,2020
s511,TV Show,Howie Mandel's Animals Doing Things,Unknown,Howie Mandel,United States,2020-06-05,2017,TV-PG,2 Seasons,"Animals & Nature, Comedy, Family",This show combines Howie Mandel’s lovable comedic genius with clips of animals doing crazy things.,2,Seasons,2020
s512,TV Show,Japan: Between Earth and Sky,Unknown,Bray Poor,"France, Japan",2020-06-05,2017,TV-PG,1 Season,"Animals & Nature, Docuseries",Japan: Between Earth and Sky reveals the mystery of some the most beautiful sites in the country.,1,Season,2020
s513,Movie,Percy Jackson & The Olympians: The Lightning Thief,Chris Columbus,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Sean Bean, Pierce Brosnan, Steve Coogan","United Kingdom, Canada, United States",2020-06-05,2010,PG,119 min,"Action-Adventure, Family, Fantasy",A boy discovers he's the descendant of Poseidon and must settle an on-going battle between the gods.,119,min,2020
s514,TV Show,Secrets of Wild India,Unknown,David Attenborough,United Kingdom,2020-06-05,2012,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",'Secrets of Wild India' celebrates the diversity and drama of India's extraordinary landscapes.,1,Season,2020
s515,TV Show,The Greeks,Unknown,Toby Moore,United States,2020-06-05,2016,TV-PG,1 Season,"Docuseries, Historical","Quite simply, the Greeks created our world.",1,Season,2020
s516,TV Show,Wild Hawaii,Unknown,JK Simmons,United States,2020-06-05,2014,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",National Geographic takes us on an untamed journey to Hawaii's remarkable lands.,1,Season,2020
s517,Movie,Women Of Impact: Changing The World,Unknown,Julianna Margulies,United States,2020-06-05,2019,TV-PG,44 min,"Documentary, Historical",How will you make the world a better place? Hear stories of the amazing women changing our world.,44,min,2020
s518,Movie,"Maggie Simpson in ""The Longest Daycare""",Unknown,Unknown,United States,2020-05-29,2012,PG,5 min,"Animation, Comedy","In this Oscar-nominated short from The Simpsons, Maggie navigates an eventful first day at daycare.",5,min,2020
s519,Movie,Mickey and the Seal,Charles Nichols,Unknown,United States,2020-05-29,1948,TV-G,7 min,"Animation, Family",Mickey and Pluto get into trouble with a mischievous seal.,7,min,2020
s520,TV Show,The Evermoor Chronicles,Unknown,"Naomi Sequeira, Finney Cassidy, Georgia Lock, Jordan Loughran, George Sear, Georgie Farmer","United Kingdom, United States",2020-05-29,2015,TV-PG,2 Seasons,"Coming of Age, Fantasy, Mystery",Tara is trying to settle into a strange village.,2,Seasons,2020
s521,Movie,The Moon-Spinners,James Neilson,"Hayley Mills, Joan Greenwood, Michael Davis, Irene Papas, Paul Stassino, Eli Wallach",United States,2020-05-29,1964,PG,119 min,"Crime, Drama, Mystery",A teen finds romance and searches for stolen gems during her vacation.,119,min,2020
s522,TV Show,Doc McStuffins,Unknown,"Kiara Muhammad, Jaden Betts, Jess Harnell, Kimberly Brooks, Lara Miller, Loretta Devine","United States, Ireland",2020-05-22,2011,TV-Y7,5 Seasons,"Animation, Kids, Medical",Doc McStuffins has a clinic for toys in her playhouse.,5,Seasons,2020
s523,Movie,Fantastic Mr. Fox,Wes Anderson,"George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray, Wally Wolodarsky, Eric Anderson","United States, United Kingdom",2020-05-22,2009,PG,88 min,"Animation, Comedy, Crime",Mr. Fox lives a happy life until he plots the greatest chicken heist the world has ever seen.,88,min,2020
s524,Movie,"Hello, Dolly!",Gene Kelly,"Barbara Streisand, Walter Matthau, Michael Crawford, Marianne McAndrew, Danny Lockin, E.J. Peaker",United States,2020-05-22,1969,G,147 min,"Comedy, Musical, Romance",Matchmaker Dolly Levi orchestrates the love lives of her friends while trying to figure out her own.,147,min,2020
s525,TV Show,Marvel's Future Avengers,Unknown,"英司 花輪, 一博 中谷, 康之 加瀬, 健一郎 松田, かおり 水橋, 史絵 水沢",Unknown,2020-05-22,2017,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anime",Teenagers train to become superheroes.,2,Seasons,2020
s526,Movie,Out,Steven Hunter,"Bernadette Sullivan, Kyle McDaniel, Caleb Cabrera, Matthew Martin",United States,2020-05-22,2020,PG,12 min,"Animation, Family, Fantasy","On an average day, Greg's life seems ordinary. But today is different - there’s magic in the air.",12,min,2020
s527,TV Show,The Big Fib,Unknown,Unknown,United States,2020-05-22,2019,TV-PG,1 Season,"Family, Game Show / Competition",The Big Fib is a comedy game show where a truth-seeking kid chooses between a liar and an expert.,1,Season,2020
s528,Movie,The Boys: The Sherman Brothers' Story,"Jeffrey Sherman, Gregory Sherman",Unknown,United States,2020-05-22,2009,PG,102 min,"Biographical, Documentary, Music","A journey through the lives of the prolific, award-winning songwriting duo.",102,min,2020
s529,TV Show,It's a Dog's Life with Bill Farmer,Unknown,Bill Farmer,United States,2020-05-15,2020,TV-PG,1 Season,"Animals & Nature, Docuseries, Family","As the voice of Goofy and Pluto, Bill Farmer crosses the country meeting dogs doing incredible work!",1,Season,2020
s530,Movie,Maleficent: Mistress of Evil,Joachim Rønning,"Angelina Jolie, Elle Fanning, Chiwetel Ejiofor, Sam Riley, Harris Dickinson, Ed Skrein","United States, United Kingdom, Canada",2020-05-15,2019,PG,121 min,"Action-Adventure, Family, Fantasy",The story of Disney's most iconic villain continues.,121,min,2020
s531,Movie,Star Wars: The Rise of Skywalker (Episode IX),J.J. Abrams,"Carrie Fisher, Mark Hamill, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac",United States,2020-05-04,2019,PG-13,142 min,"Action-Adventure, Family, Science Fiction",The landmark Skywalker saga comes to a conclusion.,142,min,2020
s532,Movie,John Carter,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Samantha Morton, Mark Strong, Ciarán Hinds, Dominic West",United States,2020-05-02,2012,PG-13,134 min,"Action-Adventure, Family, Fantasy",A former military captain is inexplicably transported to Barsoom (Mars).,134,min,2020
s533,TV Show,Awesome Animals,Unknown,Unknown,Unknown,2020-05-01,2017,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",National Geographic Kids presents a natural history series just for kids.,1,Season,2020
s534,TV Show,Birth of Europe,Unknown,Mark Halliley,United Kingdom,2020-05-01,2014,TV-G,1 Season,Docuseries,Birth of Europe reveals the extraordinary story of how Europe has been created by Nature’s forces.,1,Season,2020
s535,Movie,Bride of Boogedy,Oz Scott,"Richard Masur, Mimi Kennedy, Tammy Lauren, David Faustino, Joshua Rudoy, Leonard Frey",United States,2020-05-01,1987,TV-PG,93 min,"Action-Adventure, Family, Fantasy","Mr. Boogedy returns, and will not stop until he get his revenge.",93,min,2020
s536,TV Show,Buried Secrets Of The Bible With Albert Lin,Unknown,Albert Lin,Unknown,2020-05-01,2019,TV-PG,1 Season,"Action-Adventure, Docuseries, Historical",Albert Lin investigates two great stories of the Bible.,1,Season,2020
s537,TV Show,Disney Prop Culture,Unknown,Daniel Lanigan,United States,2020-05-01,2020,TV-PG,1 Season,Docuseries,"Collector Dan Lanigan reunites iconic Disney movie props with filmmakers, actors, and crew.",1,Season,2020
s538,Movie,George of the Jungle,Sam Weisman,"Brendan Fraser, Leslie Mann, Thomas Church, Richard Roundtree, Greg Cruttwell, Abraham Benrubi",United States,2020-05-01,1997,PG,93 min,"Action-Adventure, Comedy, Family","A baby raised by gorillas grows up to be a lovable, vine-swinging klutz.",93,min,2020
s539,Movie,Homeward Bound II: Lost in San Francisco,David Ellis,"Robert Hays, Kim Greist, Veronica Lauren, Kevin Chevalia, Benj Thall, Max Perlich",United States,2020-05-01,1996,G,90 min,"Action-Adventure, Animals & Nature, Family",Three lost pets must navigate through San Francisco to find their way home.,90,min,2020
s540,Movie,Homeward Bound: The Incredible Journey,Duwayne Dunham,"Robert Hays, Kim Greist, Jean Smart, Veronica Lauren, Kevin Chevalia, Benj Thall",United States,2020-05-01,1993,G,85 min,"Action-Adventure, Animals & Nature, Family",Two dogs and a cat embark on a great American journey to find their owners.,85,min,2020
s541,Movie,How to Play Baseball,Jack Kinney,Unknown,United States,2020-05-01,1942,TV-G,8 min,"Animation, Family, Sports",Goofy teaches you all about this all-American pastime.,8,min,2020
s542,Movie,In Beaver Valley,James Algar,Winston Hibler,United States,2020-05-01,1950,TV-PG,32 min,"Animals & Nature, Documentary, Family",A young male beaver races to build his new family a home before winter. See details for advisory.,32,min,2020
s543,TV Show,Lost Treasures Of Egypt,Unknown,Rick Robles,United Kingdom,2020-05-01,2018,TV-PG,1 Season,"Docuseries, Historical","An immersive, discovery-led series following teams of archaeologists in Egypt.",1,Season,2020
s544,TV Show,Love & Vets,Unknown,Mallory Kasdan,United States,2020-05-01,2017,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",We watch as doctors Will and Fran divide and conquer to treat the steady flow of claw-clad patients.,1,Season,2020
s545,Movie,Nature's Half Acre,James Algar,Winston Hibler,United States,2020-05-01,1951,TV-PG,33 min,"Animals & Nature, Documentary, Family",The strange and wonderful world that lies beneath our feet. See details for advisory.,33,min,2020
s546,TV Show,Prairie Dog Manor,Unknown,Kevin Conway,United States,2020-05-01,2019,TV-PG,1 Season,"Animals & Nature, Docuseries, Reality",Each episode takes the audience on a first-person journey following a few of the prairie dogs.,1,Season,2020
s547,Movie,Prowlers of the Everglades,James Algar,Unknown,United States,2020-05-01,1953,TV-Y7,32 min,"Animals & Nature, Documentary","A primeval reptile stalks its prey in ""the swamp that time forgot."" See details for advisory.",32,min,2020
s548,Movie,The Princess Bride,Rob Reiner,"Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest, Wallace Shawn, Andre the Giant","United Kingdom, United States",2020-05-01,1987,PG,99 min,"Action-Adventure, Comedy, Family",A man regales his ailing grandson with a tale of romance and adventure in a lighthearted fairy tale.,99,min,2020
s549,TV Show,United States Of Animals,Unknown,Quincy Dunn-Baker,United States,2020-05-01,2015,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",United States of Animals takes you on a fascinating journey across the United States.,1,Season,2020
s550,TV Show,Unlikely Animal Friends,Unknown,Mark Keller,United States,2020-05-01,2012,TV-G,3 Seasons,"Animals & Nature, Docuseries, Family",This series reveals the stories of unlikely duos that have struck up unusual relationships.,3,Seasons,2020
s551,Movie,Water Birds,Ben Sharpsteen,Winston Hibler,United States,2020-05-01,1952,TV-G,31 min,"Animals & Nature, Documentary, Family",Experience the beauty and variety of majestic water birds. See details for advisory.,31,min,2020
s552,Movie,National Treasure,Jon Turteltaub,"Nicolas Cage, Jon Voight, Harvey Keitel, Diane Kruger, Sean Bean, Justin Bartha",United States,2020-04-30,2004,PG,132 min,"Action-Adventure, Mystery, Thriller",A treasure hunter must steal America's most sacred and guarded document.,132,min,2020
s553,Movie,Born Wild: The Next Generation,Liliana Olszewski,Robin Roberts,United States,2020-04-28,2020,TV-PG,44 min,"Animals & Nature, Documentary",BORN WILD: THE NEXT GENERATION gives viewers a look at our planet’s next generation of baby animals.,44,min,2020
s554,TV Show,America's Funniest Home Videos,Unknown,Tom Bergeron,United States,2020-04-24,1989,TV-PG,9 Seasons,"Comedy, Family, Fantasy",Home videos compete for cash prizes. Program is presented as originally created.,9,Seasons,2020
s555,Movie,The Olympic Elk,James Algar,Winston Hibler,United States,2020-04-24,1952,TV-G,27 min,"Animals & Nature, Documentary, Family",Olympic elk trek toward the fertile grazing grounds of Mount Olympus. See details for advisory.,27,min,2020
s556,TV Show,Tangled: The Series,Unknown,"Zachary Levi, Mandy Moore, Eden Espinosa, Clancy Brown",United States,2020-04-23,2016,TV-Y7,3 Seasons,"Action-Adventure, Animation, Comedy",Rapunzel must discover the secret of her hair.,3,Seasons,2020
s557,Movie,Jane Goodall: The Hope,"Elizabeth Leiter, Kimberly Woodard",Jane Goodall,United States,2020-04-22,2020,TV-14,89 min,"Biographical, Documentary",Jane Goodall continues her lifetime of activism by continuously spreading a message of hope.,89,min,2020
s558,TV Show,Brain Games,Unknown,Neil Harris,United States,2020-04-17,2011,TV-G,8 Seasons,"Docuseries, Family, Game Show / Competition",Brain Games features games & experiments revealing the science of how your brain works.,8,Seasons,2020
s559,TV Show,Disney Mickey and the Roadster Racers - Chip 'N' Dale's Nutty Tales (Shorts),Unknown,"Tress MacNeille, Corey Burton, Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross",Unknown,2020-04-17,2017,TV-Y,2 Seasons,"Action-Adventure, Animation, Buddy",Chip and Dale set off on nutty adventures!,2,Seasons,2020
s560,Movie,Let's Stick Together,Jack Hannah,Unknown,United States,2020-04-17,1952,TV-G,7 min,"Animation, Family","Spike, an old honey bee, recounts working with Donald in the good ol' days.",7,min,2020
s561,Movie,Pluto's Purchase,Charles Nichols,"Pinto Colvig, James MacDonald",United States,2020-04-17,1948,TV-G,7 min,"Animation, Family",Pluto is in for a surprise when Mickey sends him to buy a salami. See details for advisory.,7,min,2020
s562,TV Show,Tron Uprising,Unknown,"Elijah Wood, Bruce Boxleitner, Emmanuelle Chriqui, Mandy Moore, Nate Corddry, Lance Henriksen",United States,2020-04-14,2011,TV-Y7,1 Season,"Action-Adventure, Animation, Kids","Inside the computer world of the grid, Beck becomes the unlikely leader of a revolution.",1,Season,2020
s563,Movie,A Celebration of the Music from Coco,Ron de Moraes,"Benjamin Bratt, Eva Longoria, Carlos Rivera, Natalia Jiménez, Alanna Ubach, Jaime Camil",United States,2020-04-10,2020,TV-PG,48 min,"Concert Film, Music, Musical",“Coco” is brought to life on stage with musical performances at the historic Hollywood Bowl.,48,min,2020
s564,TV Show,Disney Playtime with Puppy Dog Pals (Shorts),Unknown,Unknown,Unknown,2020-04-10,2017,TV-Y,2 Seasons,"Animation, Kids",Come play with the Puppy Dog Pals!,2,Seasons,2020
s565,Movie,"Maggie Simpson in ""Playdate with Destiny""",David Silverman,Unknown,United States,2020-04-10,2020,G,5 min,"Animation, Comedy",A heroic baby saves Maggie Simpson from playground peril – and steals her heart.,5,min,2020
s566,TV Show,Paradise Islands,Unknown,Michael Izqueirdo,Unknown,2020-04-10,2017,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",The islands that lie between Asia and Australia can claim to be the biologically richest on earth.,1,Season,2020
s567,TV Show,Tut's Treasures: Hidden Secrets,Unknown,Mark Bazeley,United Kingdom,2020-04-10,2018,TV-PG,1 Season,"Docuseries, Historical",The pharaoh’s priceless grave goods are being reunited for the first time since their discovery.,1,Season,2020
s568,Movie,A Tale of Two Critters,Jack Speirs,Mayf Nutter,United States,2020-04-03,1977,G,48 min,"Animals & Nature, Family",A bear cub and a raccoon become fast friends. See details for advisory.,48,min,2020
s569,Movie,All in a Nutshell,Jack Hannah,Unknown,United States,2020-04-03,1949,TV-G,7 min,"Animation, Family",Donald steals Chip and Dale's nuts and ends up in a lake. See details for advisory.,7,min,2020
s570,Movie,Disneynature Penguins,"Alastair Fothergill, Jeff Wilson",Ed Helms,United States,2020-04-03,2019,G,77 min,"Animals & Nature, Documentary, Family",Steve the penguin embarks on an epic quest to find love and start a family.,77,min,2020
s571,Movie,Diving with Dolphins,Keith Scholey,Celine Cousteau,United States,2020-04-03,2020,G,79 min,"Animals & Nature, Documentary, Family",Disneynature explores the making of Dolphin Reef. Céline Cousteau narrates English-language version.,79,min,2020
s572,Movie,Dolphin Reef,Keith Scholey,Natalie Portman,United States,2020-04-03,2018,G,78 min,"Animals & Nature, Documentary, Family",A playful young dolphin named Echo must master his vital role in the coral reef community.,78,min,2020
s573,Movie,Don's Fountain of Youth,Jack Hannah,Unknown,United States,2020-04-03,1953,TV-G,6 min,"Animation, Family",Donald's trick at the fountain of youth is cut short by an alligator. See details for advisory.,6,min,2020
s574,Movie,Donald's Dog Laundry,Jack King,Unknown,United States,2020-04-03,1940,TV-G,9 min,"Animation, Family",Donald entices Pluto to try his mechanical dog washer. See details for advisory.,9,min,2020
